"","End.Date","State","YearQuarter","YearMonth","Latino","Indigenous","Asian","Black","Pacific Islander","White","More than one race"
"14",2021-05-31,"United States",NA,"5/2021",178.327949662909,278.127464192888,118.272148519995,219.229614567829,178.156076458785,183.874963987763,25.815514211037
"15",2021-06-30,"United States",NA,"6/2021",180.413971426786,281.334255354313,119.222208562241,222.418329962331,182.394006914347,186.452040085298,26.3580237357179
"16",2021-07-31,"United States",NA,"7/2021",183.127919992144,286.391118339639,120.528541120328,226.719837027436,191.684854451538,190.133432167835,27.2577956303107
"17",2021-08-31,"United States",NA,"8/2021",195.136816198111,306.042992380171,124.891588596946,246.73319004471,224.773311469959,206.031923320526,30.1952862273636
"18",2021-09-30,"United States",NA,"9/2021",209.828672374037,332.355124986741,130.215022855398,268.588321900747,261.284712317871,227.868717411435,34.6544498814484
"19",2021-10-31,"United States",NA,"10/2021",218.624540530873,356.159382454248,134.061733352534,280.479019882063,279.214418091399,243.340829773782,37.6051724181277
"20",2021-11-30,"United States",NA,"11/2021",225.141931436624,375.276791301209,136.844789671939,287.175080824038,291.276220157227,255.629584874256,39.4708759054451
"21",2021-12-31,"United States",NA,"12/2021",233.026082497284,397.395427773607,140.877381481688,297.98436737709,305.61998477605,273.082656145732,41.7996972796852
"22",2022-01-31,"United States",NA,"1/2022",249.30977388943,425.598744911275,152.221304920893,326.525904715922,331.536559485059,301.874658966845,46.6293552433082
"23",2022-02-28,"United States",NA,"2/2022",258.875463995093,446.977352654113,158.845908367638,339.635604418831,343.761358876101,319.799846920359,49.5403819611084
"24",2022-03-31,"United States",NA,"3/2022",261.413266860295,453.308709562569,160.296815279981,343.089844940809,346.858308055165,325.349885977977,50.0828914857894
"25",2022-04-30,"United States",NA,"4/2022",261.910715365364,454.130963706524,160.699558123976,343.698138869207,347.51029735602,326.695088192565,50.2284428216794
"26",2020-06-30,"Alabama","2020, Quarter 2","6/2020",17.6556010187282,NA,NA,44.6403232511655,0,18.1859187335863,NA
"27",2020-09-30,"Alabama","Cumulative from 2020, Quarter 2 through 2020, Quarter 3","9/2020",42.3734424449476,NA,21.7574587288205,103.623843148324,0,67.0352304605093,NA
"28",2020-12-31,"Alabama","Cumulative from 2020, Quarter 2 through 2020, Quarter 4","12/2020",59.1462634127394,36.3755410861737,33.996029263782,157.008147242501,NA,139.591743280958,NA
"29",2021-03-31,"Alabama","Cumulative from 2020, Quarter 2 through 2021, Quarter 1","3/2021",84.3054948644271,61.8384198464952,58.473170333705,237.391409729136,NA,221.880686024012,NA
"30",2021-06-30,"Alabama","Cumulative from 2020, Quarter 2 through 2021, Quarter 2","6/2021",86.9538350172363,61.8384198464952,59.8330115042563,251.581203202445,NA,233.297574971684,NA
"31",2021-09-30,"Alabama","Cumulative from 2020, Quarter 2 through 2021, Quarter 3","9/2021",129.327277462184,105.489069149904,84.3101525741793,325.214726090965,NA,321.294962188574,NA
"32",2021-12-31,"Alabama","Cumulative from 2020, Quarter 2 through 2021, Quarter 4","12/2021",146.541488455444,123.67683969299,99.2684054502434,350.372846411209,NA,354.641012147757,NA
"33",2022-03-31,"Alabama","Cumulative from 2020, Quarter 2 through 2022, Quarter 1","3/2022",165.521259550577,134.589502018843,118.306181837961,402.760029882938,NA,419.555071984109,NA
"34",2020-06-30,"Alaska","2020, Quarter 2","6/2020",0,NA,NA,0,NA,NA,NA
"35",2020-09-30,"Alaska","Cumulative from 2020, Quarter 2 through 2020, Quarter 3","9/2020",0,18.5058385920758,NA,NA,NA,4.12812791692372,NA
"36",2020-12-31,"Alaska","Cumulative from 2020, Quarter 2 through 2020, Quarter 4","12/2020",NA,81.4256898051335,59.3912397921307,NA,134.746676248653,21.558001343935,NA
"37",2021-03-31,"Alaska","Cumulative from 2020, Quarter 2 through 2021, Quarter 1","3/2021",28.0080663231011,102.707404186021,74.2390497401633,NA,170.679123248293,27.9795336591497,NA
"38",2021-06-30,"Alaska","Cumulative from 2020, Quarter 2 through 2021, Quarter 2","6/2021",29.8752707446411,112.885615411662,84.8446282744724,NA,188.645346748114,35.5477681735098,NA
"39",2021-09-30,"Alaska","Cumulative from 2020, Quarter 2 through 2021, Quarter 3","9/2021",44.8129061169617,173.954882765513,142.114752359741,63.5028152914779,305.425799496946,79.1224517410379,NA
"40",2021-12-31,"Alaska","Cumulative from 2020, Quarter 2 through 2021, Quarter 4","12/2021",67.2193591754425,257.231156429854,193.021529324425,105.838025485797,494.071146245059,128.201305864464,NA
"41",2022-03-31,"Alaska","Cumulative from 2020, Quarter 2 through 2022, Quarter 1","3/2022",74.6881768616028,294.242833614005,205.748223565596,122.772109563524,538.98670499461,148.841945449083,NA
"42",2020-06-30,"Arizona","2020, Quarter 2","6/2020",21.4625004066468,133.654757864463,8.84965967287041,19.1604763589199,NA,21.1094929114173,NA
"43",2020-09-30,"Arizona","Cumulative from 2020, Quarter 2 through 2020, Quarter 3","9/2020",75.5834906052974,242.46792460752,33.474799632162,52.7650041268718,106.473594548552,57.3937814388711,NA
"44",2020-12-31,"Arizona","Cumulative from 2020, Quarter 2 through 2020, Quarter 4","12/2020",125.352832099451,386.61912942469,59.2542430270453,86.0747553354557,177.455990914253,114.512112792303,NA
"45",2021-03-31,"Arizona","Cumulative from 2020, Quarter 2 through 2021, Quarter 1","3/2021",203.006524515626,558.410977883986,123.895235420186,147.683056243368,255.536626916525,199.450902775135,NA
"46",2021-06-30,"Arizona","Cumulative from 2020, Quarter 2 through 2021, Quarter 2","6/2021",211.033837659844,572.756122052685,130.051520410009,158.589788939983,255.536626916525,208.440591927209,NA
"47",2021-09-30,"Arizona","Cumulative from 2020, Quarter 2 through 2021, Quarter 3","9/2021",238.284453333638,619.290370209684,140.055483518471,192.489093267303,326.519023282226,241.294274845097,NA
"48",2021-12-31,"Arizona","Cumulative from 2020, Quarter 2 through 2021, Quarter 4","12/2021",291.687210250963,709.55981400296,169.682605031993,241.716778681759,418.796138557638,317.593948511868,NA
"49",2022-03-31,"Arizona","Cumulative from 2020, Quarter 2 through 2022, Quarter 1","3/2022",328.443854648173,779.886008586094,188.151460001462,285.343709468223,461.385576377058,379.945831488652,NA
"50",2020-06-30,"Arkansas","2020, Quarter 2","6/2020",10.2811694213347,0,NA,16.2590494446251,320.846340617412,7.68756625922565,NA
"51",2020-09-30,"Arkansas","Cumulative from 2020, Quarter 2 through 2020, Quarter 3","9/2020",39.8909373547785,NA,35.1014040561622,62.8968491673655,433.576135969476,43.3173643708464,NA
"52",2020-12-31,"Arkansas","Cumulative from 2020, Quarter 2 through 2020, Quarter 4","12/2020",65.3882375196884,119.88867480197,66.3026521060842,129.002721251433,476.933749566424,143.854159042396,NA
"53",2021-03-31,"Arkansas","Cumulative from 2020, Quarter 2 through 2021, Quarter 1","3/2021",93.7642651225721,162.706058659816,91.6536661466459,189.118417224324,494.276795005203,212.121588757556,NA
"54",2021-06-30,"Arkansas","Cumulative from 2020, Quarter 2 through 2021, Quarter 2","6/2021",99.9329667753729,166.987797045601,93.603744149766,201.740574030019,511.619840443982,222.617188201289,NA
"55",2021-09-30,"Arkansas","Cumulative from 2020, Quarter 2 through 2021, Quarter 3","9/2021",135.711436361618,214.086919289231,109.204368174727,266.77677180852,580.992022199098,301.702450676437,NA
"56",2021-12-31,"Arkansas","Cumulative from 2020, Quarter 2 through 2021, Quarter 4","12/2021",146.403852559806,282.594733461785,117.004680187207,286.886648753188,598.335067637877,341.153015252223,NA
"57",2022-03-31,"Arkansas","Cumulative from 2020, Quarter 2 through 2022, Quarter 1","3/2022",163.676217187648,329.693855705416,130.655226209048,329.459686114772,624.349635796046,409.282344974702,NA
"58",2020-06-30,"California","2020, Quarter 2","6/2020",19.0625686425884,10.5720735567565,15.6117183264506,26.6475082091517,12.9148030832393,14.2785628866787,NA
"59",2020-09-30,"California","Cumulative from 2020, Quarter 2 through 2020, Quarter 3","9/2020",51.3751639393749,36.0694274289339,32.1939400429699,55.4666299905263,53.0186652890877,34.6431864889169,NA
"60",2020-12-31,"California","Cumulative from 2020, Quarter 2 through 2020, Quarter 4","12/2020",101.587819481072,93.2830019713808,66.9814667318131,102.020595945055,125.749398442067,76.8639073414574,NA
"61",2021-03-31,"California","Cumulative from 2020, Quarter 2 through 2021, Quarter 1","3/2021",195.166534144991,180.969023824479,133.661742756363,180.60586208987,233.825908454438,142.290827182595,NA
"62",2021-06-30,"California","Cumulative from 2020, Quarter 2 through 2021, Quarter 2","6/2021",200.683632010215,194.650530780281,137.125435889885,188.930380783391,250.139343928003,148.108281269593,NA
"63",2021-09-30,"California","Cumulative from 2020, Quarter 2 through 2021, Quarter 3","9/2021",221.416102218528,251.864105322728,146.897401058853,226.662166600764,333.065974251961,172.692856378439,NA
"64",2021-12-31,"California","Cumulative from 2020, Quarter 2 through 2021, Quarter 4","12/2021",240.112577056323,303.480699746892,155.48133621584,248.423544272414,371.130657023614,196.528160365509,NA
"65",2022-03-31,"California","Cumulative from 2020, Quarter 2 through 2022, Quarter 1","3/2022",269.226668584913,369.400687806668,176.347159102318,292.217751312243,427.547954703027,235.377161170056,NA
"66",2020-06-30,"Colorado","2020, Quarter 2","6/2020",30.9986996241702,32.4140352772751,30.6224002858091,53.4203887817184,139.909059111577,25.8713247650639,NA
"67",2020-09-30,"Colorado","Cumulative from 2020, Quarter 2 through 2020, Quarter 3","9/2020",40.8084146951101,59.4257313416709,37.7676270191645,61.8998155724673,139.909059111577,31.3878165214842,NA
"68",2020-12-31,"Colorado","Cumulative from 2020, Quarter 2 through 2020, Quarter 4","12/2020",100.529960046992,156.667837173496,83.7012274478781,102.177092828525,198.204500408068,83.3347805611089,NA
"69",2021-03-31,"Colorado","Cumulative from 2020, Quarter 2 through 2021, Quarter 1","3/2021",122.974588129303,226.898246940925,102.074667619364,122.95168846586,221.522676926664,106.013691115281,NA
"70",2021-06-30,"Colorado","Cumulative from 2020, Quarter 2 through 2021, Quarter 2","6/2021",138.748609963374,253.909943005321,110.751014367009,139.910542047358,256.499941704559,117.583000215552,NA
"71",2021-09-30,"Colorado","Cumulative from 2020, Quarter 2 through 2021, Quarter 3","9/2021",158.446517825822,294.427487101915,118.916987776559,157.71733830793,303.136294741751,136.099002638722,NA
"72",2021-12-31,"Colorado","Cumulative from 2020, Quarter 2 through 2021, Quarter 4","12/2021",216.284597884084,394.37076254018,145.456401357593,207.745956373349,361.431736038242,190.191269028066,NA
"73",2022-03-31,"Colorado","Cumulative from 2020, Quarter 2 through 2022, Quarter 1","3/2022",251.364138977765,467.302341914049,162.809094852885,236.576007461896,361.431736038242,224.133016918263,NA
"74",2020-06-30,"Connecticut","2020, Quarter 2","6/2020",68.6865852325473,NA,32.1726291357628,182.063042005692,0,138.352740909079,NA
"75",2020-09-30,"Connecticut","Cumulative from 2020, Quarter 2 through 2020, Quarter 3","9/2020",71.6233038410648,NA,32.7471403703299,186.614618055834,0,143.306217000158,NA
"76",2020-12-31,"Connecticut","Cumulative from 2020, Quarter 2 through 2020, Quarter 4","12/2020",102.458849230498,NA,45.3863875308082,228.649761577737,0,201.972603400583,NA
